LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1990,0,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1991,27.942,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1992,26.405,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1993,26.37,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1994,25.662,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1995,25.526,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1996,27.453,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1997,29,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1998,26.765,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1999,28.095,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2000,26.515,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2001,24.606,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2002,25.263,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2003,25.958,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2004,28.719,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2005,27.19,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2006,27.03,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2007,24.166,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2008,23.343,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2009,23.454,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2010,25.31,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2011,23.287,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2012,22.435,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2013,23.744,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2014,22.587,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2015,20.519,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2016,19.473,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2017,21.251,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2018,19.965,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2019,19.698,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2020,19.438,
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2021,19.187,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1990,0,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1991,14.521,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1992,15.256,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1993,15.082,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1994,15.646,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1995,15.652,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1996,14.478,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1997,14.858,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1998,15.257,
AUS,MEATCONSUMP,PIG,KG_CAP,A,1999,15.193,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2000,15.651,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2001,14.892,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2002,16.418,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2003,17.593,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2004,17.718,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2005,18.863,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2006,18.409,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2007,20.221,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2008,19.17,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2009,19.744,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2010,20.129,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2011,19.486,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2012,20.502,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2013,19.9,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2014,20.174,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2015,21.77,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2016,21.4,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2017,22.062,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2018,21.395,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2019,20.252,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2020,20.212,
AUS,MEATCONSUMP,PIG,KG_CAP,A,2021,20.004,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1990,22.051,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1991,22.35,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1992,22.436,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1993,23.807,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1994,24.473,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1995,24.217,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1996,24.615,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1997,25.791,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1998,27.643,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1999,28.002,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2000,29.682,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2001,29.225,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2002,32.494,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2003,31.407,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2004,32.81,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2005,34.092,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2006,35.187,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2007,34.769,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2008,33.261,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2009,33.578,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2010,37.645,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2011,39.499,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2012,40.319,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2013,40.161,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2014,40.806,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2015,41.989,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2016,44.512,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2017,43.349,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2018,42.353,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2019,43.488,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2020,43.792,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2021,44.132,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1990,19.013,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1991,19.415,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1992,17.961,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1993,17.49,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1994,18.505,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1995,15.115,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1996,14.795,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1997,15.063,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1998,15.476,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1999,15.25,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2000,16.368,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2001,14.977,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2002,13.779,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2003,12.153,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2004,11.984,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2005,11.992,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2006,12.37,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2007,12.587,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2008,10.992,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2009,10.334,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2010,8.973,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2011,8.046,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2012,8.723,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2013,8.723,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2014,8.116,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2015,9.346,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2016,8.5,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2017,7.755,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2018,6.982,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2019,6.18,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2020,5.874,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2021,5.912,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1990,25.002,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1991,24.456,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1992,23.83,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1993,22.805,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1994,23.226,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1995,23.309,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1996,23.048,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1997,23.106,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1998,23.379,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1999,23.8,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2000,23.411,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2001,22.5,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2002,22.415,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2003,23.655,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2004,22.711,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2005,21.994,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2006,21.711,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2007,22.146,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2008,21.473,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2009,20.434,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2010,20.305,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2011,19.804,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2012,20.012,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2013,19.813,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2014,19.177,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2015,17.633,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2016,18.316,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2017,18.273,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2018,18.422,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2019,17.623,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2020,17.578,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2021,17.394,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1990,20.597,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1991,20.367,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1992,22.342,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1993,21.749,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1994,22.368,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1995,21.894,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1996,20.478,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1997,20.035,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1998,22.595,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1999,23.669,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2000,22.577,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2001,22.805,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2002,21.952,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2003,19.811,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2004,21.006,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2005,18.148,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2006,18.442,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2007,19.695,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2008,18.701,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2009,18.482,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2010,17.28,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2011,16.741,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2012,17.435,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2013,16.326,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2014,16.093,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2015,17.994,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2016,15.976,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2017,16.374,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2018,17,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2019,16.259,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2020,15.881,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2021,15.898,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1990,24.42,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1991,24.395,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1992,24.423,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1993,25.037,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1994,26.645,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1995,26.324,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1996,26.128,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1997,26.615,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1998,27.206,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1999,28.395,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2000,29.707,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2001,30.892,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2002,31.212,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2003,31.337,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2004,31.556,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2005,31.689,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2006,31.929,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2007,32.011,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2008,32.082,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2009,31.679,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2010,31.341,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2011,30.327,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2012,30.065,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2013,30.353,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2014,31.163,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2015,32.557,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2016,33.188,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2017,33.413,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2018,34.836,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2019,35.33,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2020,35.527,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2021,35.786,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0.734,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1991,0.768,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1992,0.745,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1993,0.756,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1994,0.727,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1995,0.717,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1996,0.667,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1997,0.655,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1998,0.733,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1999,0.757,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2000,0.833,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2001,0.915,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2002,0.914,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2003,0.956,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2004,0.977,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2005,0.986,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2006,1.069,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2007,1.073,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2008,1.026,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2009,1.013,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2010,0.953,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2011,0.931,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2012,0.846,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2013,0.877,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2014,0.921,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2015,0.914,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2016,0.929,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2017,0.971,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2018,1.022,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2019,0.978,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2020,0.974,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2021,0.971,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1990,6,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1991,6.401,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1992,6.65,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1993,7.286,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1994,8.003,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1995,8.408,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1996,7.966,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1997,8.073,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1998,8.186,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1999,8.174,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2000,8.618,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2001,7.03,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2002,7.128,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2003,6.98,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2004,6.962,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2005,6.234,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2006,6.188,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2007,6.38,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2008,6.386,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2009,6.492,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2010,6.707,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2011,6.722,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2012,6.731,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2013,6.727,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2014,6.689,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2015,6.292,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2016,6.873,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2017,7.001,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2018,7.356,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2019,7.541,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2020,7.643,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2021,7.657,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1990,12.98,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1991,13.003,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1992,13.006,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1993,12.901,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1994,12.976,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1995,13.029,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1996,13.678,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1997,12.693,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1998,12.586,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1999,12.864,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2000,13.333,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2001,13.659,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2002,14.335,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2003,14.113,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2004,15.052,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2005,14.951,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2006,13.995,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2007,14.261,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2008,14.509,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2009,14.159,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2010,14.348,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2011,14.598,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2012,14.515,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2013,14.489,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2014,14.678,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2015,14.96,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2016,15.377,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2017,15.942,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2018,16.003,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2019,16.156,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2020,16.13,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2021,16.111,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1990,12.612,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1991,11.841,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1992,12.195,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1993,11.953,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1994,12.476,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1995,12.565,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1996,12.973,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1997,12.627,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1998,11.956,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1999,12.009,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2000,12.84,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2001,13.214,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2002,12.816,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2003,12.674,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2004,12.393,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2005,13.152,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2006,13.376,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2007,13.49,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2008,13.329,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2009,13.682,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2010,14.278,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2011,14.212,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2012,15.119,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2013,15.041,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2014,15.285,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2015,15.826,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2016,16.315,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2017,16.897,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2018,17.374,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2019,17.702,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2020,17.734,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2021,17.785,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0.743,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1991,0.759,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1992,0.797,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1993,0.672,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1994,0.563,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1995,0.576,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1996,0.497,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1997,0.438,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1998,0.42,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1999,0.352,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2000,0.32,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2001,0.307,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2002,0.294,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2003,0.252,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2004,0.319,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2005,0.364,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2006,0.367,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2007,0.264,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2008,0.267,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2009,0.27,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2010,0.217,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2011,0.218,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2012,0.188,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2013,0.125,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2014,0.14,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2015,0.127,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2016,0.138,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2017,0.153,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2018,0.17,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2019,0.173,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2020,0.16,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2021,0.158,
KOR,MEATCONSUMP,BEEF,KG_CAP,A,1990,0,
